Academic Year,InState,International Status,Ethnicity,ChurchAffiliation,ClassLevel,Gender,StudentCount,vegitarian
2008,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,4,yes
2008,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,4,yes
2008,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,7,yes
2008,FALSE,Not internation student,AHANA,Other,First-year,Female,20,yes
2008,FALSE,Not internation student,AHANA,Other,First-year,Male,20,yes
2008,FALSE,Not internation student,AHANA,Other,Junior,Female,11,yes
2008,FALSE,Not internation student,AHANA,Other,Junior,Male,9,yes
2008,FALSE,Not internation student,AHANA,Other,Senior,Female,13,yes
2008,FALSE,Not internation student,AHANA,Other,Senior,Male,6,yes
2008,FALSE,Not internation student,AHANA,Other,Sophomore,Female,12,yes
2008,FALSE,Not internation student,AHANA,Other,Sophomore,Male,12,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,6,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,5,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,4,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,2,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,3,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,3,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,3,yes
2008,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,5,yes
2008,TRUE,Not internation student,AHANA,Other,First-year,Female,15,yes
2008,TRUE,Not internation student,AHANA,Other,First-year,Male,8,yes
2008,TRUE,Not internation student,AHANA,Other,Junior,Female,6,yes
2008,TRUE,Not internation student,AHANA,Other,Junior,Male,5,yes
2008,TRUE,Not internation student,AHANA,Other,Senior,Female,18,yes
2008,TRUE,Not internation student,AHANA,Other,Senior,Male,2,yes
2008,TRUE,Not internation student,AHANA,Other,Sophomore,Female,13,yes
2008,TRUE,Not internation student,AHANA,Other,Sophomore,Male,8,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,5,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,6,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,4,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,8,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,6,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,3,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,7,yes
2009,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2009,FALSE,Not internation student,AHANA,Other,First-year,Female,22,yes
2009,FALSE,Not internation student,AHANA,Other,First-year,Male,22,yes
2009,FALSE,Not internation student,AHANA,Other,Junior,Female,12,yes
2009,FALSE,Not internation student,AHANA,Other,Junior,Male,8,yes
2009,FALSE,Not internation student,AHANA,Other,Senior,Female,11,yes
2009,FALSE,Not internation student,AHANA,Other,Senior,Male,11,yes
2009,FALSE,Not internation student,AHANA,Other,Sophomore,Female,14,yes
2009,FALSE,Not internation student,AHANA,Other,Sophomore,Male,11,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,6,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,1,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,2,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,7,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,6,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,1,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,4,yes
2009,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,3,yes
2009,TRUE,Not internation student,AHANA,Other,First-year,Female,21,yes
2009,TRUE,Not internation student,AHANA,Other,First-year,Male,25,yes
2009,TRUE,Not internation student,AHANA,Other,Junior,Female,12,yes
2009,TRUE,Not internation student,AHANA,Other,Junior,Male,6,yes
2009,TRUE,Not internation student,AHANA,Other,Senior,Female,9,yes
2009,TRUE,Not internation student,AHANA,Other,Senior,Male,6,yes
2009,TRUE,Not internation student,AHANA,Other,Sophomore,Female,7,yes
2009,TRUE,Not internation student,AHANA,Other,Sophomore,Male,9,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,6,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,6,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,7,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,4,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,7,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,10,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,9,yes
2010,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2010,FALSE,Not internation student,AHANA,Other,First-year,Female,21,yes
2010,FALSE,Not internation student,AHANA,Other,First-year,Male,36,yes
2010,FALSE,Not internation student,AHANA,Other,Junior,Female,16,yes
2010,FALSE,Not internation student,AHANA,Other,Junior,Male,16,yes
2010,FALSE,Not internation student,AHANA,Other,Senior,Female,14,yes
2010,FALSE,Not internation student,AHANA,Other,Senior,Male,12,yes
2010,FALSE,Not internation student,AHANA,Other,Sophomore,Female,23,yes
2010,FALSE,Not internation student,AHANA,Other,Sophomore,Male,16,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,6,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,9,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,3,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,3,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,6,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,9,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,3,yes
2010,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,5,yes
2010,TRUE,Not internation student,AHANA,Other,First-year,Female,21,yes
2010,TRUE,Not internation student,AHANA,Other,First-year,Male,23,yes
2010,TRUE,Not internation student,AHANA,Other,Junior,Female,9,yes
2010,TRUE,Not internation student,AHANA,Other,Junior,Male,8,yes
2010,TRUE,Not internation student,AHANA,Other,Senior,Female,13,yes
2010,TRUE,Not internation student,AHANA,Other,Senior,Male,11,yes
2010,TRUE,Not internation student,AHANA,Other,Sophomore,Female,20,yes
2010,TRUE,Not internation student,AHANA,Other,Sophomore,Male,16,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,8,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,6,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,11,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,7,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,6,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,5,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,5,yes
2011,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2011,FALSE,Not internation student,AHANA,Other,First-year,Female,44,yes
2011,FALSE,Not internation student,AHANA,Other,First-year,Male,39,yes
2011,FALSE,Not internation student,AHANA,Other,Junior,Female,20,yes
2011,FALSE,Not internation student,AHANA,Other,Junior,Male,15,yes
2011,FALSE,Not internation student,AHANA,Other,Senior,Female,19,yes
2011,FALSE,Not internation student,AHANA,Other,Senior,Male,18,yes
2011,FALSE,Not internation student,AHANA,Other,Sophomore,Female,24,yes
2011,FALSE,Not internation student,AHANA,Other,Sophomore,Male,24,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,7,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,14,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,2,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,7,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,2,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,5,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,3,yes
2011,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,8,yes
2011,TRUE,Not internation student,AHANA,Other,First-year,Female,28,yes
2011,TRUE,Not internation student,AHANA,Other,First-year,Male,19,yes
2011,TRUE,Not internation student,AHANA,Other,Junior,Female,16,yes
2011,TRUE,Not internation student,AHANA,Other,Junior,Male,13,yes
2011,TRUE,Not internation student,AHANA,Other,Senior,Female,12,yes
2011,TRUE,Not internation student,AHANA,Other,Senior,Male,12,yes
2011,TRUE,Not internation student,AHANA,Other,Sophomore,Female,18,yes
2011,TRUE,Not internation student,AHANA,Other,Sophomore,Male,17,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,5,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,3,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,6,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,4,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,10,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,11,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,7,yes
2012,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,4,yes
2012,FALSE,Not internation student,AHANA,Other,First-year,Female,29,yes
2012,FALSE,Not internation student,AHANA,Other,First-year,Male,28,yes
2012,FALSE,Not internation student,AHANA,Other,Graduate Student,Female,1,yes
2012,FALSE,Not internation student,AHANA,Other,Junior,Female,24,yes
2012,FALSE,Not internation student,AHANA,Other,Junior,Male,19,yes
2012,FALSE,Not internation student,AHANA,Other,Senior,Female,23,yes
2012,FALSE,Not internation student,AHANA,Other,Senior,Male,19,yes
2012,FALSE,Not internation student,AHANA,Other,Sophomore,Female,35,yes
2012,FALSE,Not internation student,AHANA,Other,Sophomore,Male,29,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,9,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,7,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,3,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,9,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,3,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,9,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,6,yes
2012,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,9,yes
2012,TRUE,Not internation student,AHANA,Other,First-year,Female,28,yes
2012,TRUE,Not internation student,AHANA,Other,First-year,Male,20,yes
2012,TRUE,Not internation student,AHANA,Other,Junior,Female,17,yes
2012,TRUE,Not internation student,AHANA,Other,Junior,Male,14,yes
2012,TRUE,Not internation student,AHANA,Other,Senior,Female,18,yes
2012,TRUE,Not internation student,AHANA,Other,Senior,Male,17,yes
2012,TRUE,Not internation student,AHANA,Other,Sophomore,Female,25,yes
2012,TRUE,Not internation student,AHANA,Other,Sophomore,Male,15,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,4,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,7,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,7,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,4,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,10,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,6,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,5,yes
2013,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,3,yes
2013,FALSE,Not internation student,AHANA,Other,First-year,Female,42,yes
2013,FALSE,Not internation student,AHANA,Other,First-year,Male,36,yes
2013,FALSE,Not internation student,AHANA,Other,Junior,Female,28,yes
2013,FALSE,Not internation student,AHANA,Other,Junior,Male,20,yes
2013,FALSE,Not internation student,AHANA,Other,Senior,Female,23,yes
2013,FALSE,Not internation student,AHANA,Other,Senior,Male,24,yes
2013,FALSE,Not internation student,AHANA,Other,Sophomore,Female,25,yes
2013,FALSE,Not internation student,AHANA,Other,Sophomore,Male,20,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,9,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,7,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,5,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,9,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,5,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,12,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,8,yes
2013,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2013,TRUE,Not internation student,AHANA,Other,First-year,Female,39,yes
2013,TRUE,Not internation student,AHANA,Other,First-year,Male,30,yes
2013,TRUE,Not internation student,AHANA,Other,Junior,Female,24,yes
2013,TRUE,Not internation student,AHANA,Other,Junior,Male,16,yes
2013,TRUE,Not internation student,AHANA,Other,Senior,Female,20,yes
2013,TRUE,Not internation student,AHANA,Other,Senior,Male,16,yes
2013,TRUE,Not internation student,AHANA,Other,Sophomore,Female,30,yes
2013,TRUE,Not internation student,AHANA,Other,Sophomore,Male,12,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,3,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,3,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,5,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,4,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,8,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,5,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,2,yes
2014,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,5,yes
2014,FALSE,Not internation student,AHANA,Other,First-year,Female,45,yes
2014,FALSE,Not internation student,AHANA,Other,First-year,Male,24,yes
2014,FALSE,Not internation student,AHANA,Other,Junior,Female,23,yes
2014,FALSE,Not internation student,AHANA,Other,Junior,Male,16,yes
2014,FALSE,Not internation student,AHANA,Other,Senior,Female,29,yes
2014,FALSE,Not internation student,AHANA,Other,Senior,Male,25,yes
2014,FALSE,Not internation student,AHANA,Other,Sophomore,Female,27,yes
2014,FALSE,Not internation student,AHANA,Other,Sophomore,Male,24,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,14,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,10,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,7,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,5,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,9,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,12,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,8,yes
2014,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2014,TRUE,Not internation student,AHANA,Other,First-year,Female,40,yes
2014,TRUE,Not internation student,AHANA,Other,First-year,Male,23,yes
2014,TRUE,Not internation student,AHANA,Other,Junior,Female,27,yes
2014,TRUE,Not internation student,AHANA,Other,Junior,Male,15,yes
2014,TRUE,Not internation student,AHANA,Other,Senior,Female,26,yes
2014,TRUE,Not internation student,AHANA,Other,Senior,Male,16,yes
2014,TRUE,Not internation student,AHANA,Other,Sophomore,Female,25,yes
2014,TRUE,Not internation student,AHANA,Other,Sophomore,Male,24,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,5,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,4,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,2,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,2,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,5,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,4,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,4,yes
2015,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,3,yes
2015,FALSE,Not internation student,AHANA,Other,First-year,Female,51,yes
2015,FALSE,Not internation student,AHANA,Other,First-year,Male,37,yes
2015,FALSE,Not internation student,AHANA,Other,Junior,Female,25,yes
2015,FALSE,Not internation student,AHANA,Other,Junior,Male,16,yes
2015,FALSE,Not internation student,AHANA,Other,Senior,Female,27,yes
2015,FALSE,Not internation student,AHANA,Other,Senior,Male,18,yes
2015,FALSE,Not internation student,AHANA,Other,Sophomore,Female,35,yes
2015,FALSE,Not internation student,AHANA,Other,Sophomore,Male,22,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,8,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,6,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,8,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,7,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,8,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,8,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,9,yes
2015,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,9,yes
2015,TRUE,Not internation student,AHANA,Other,First-year,Female,38,yes
2015,TRUE,Not internation student,AHANA,Other,First-year,Male,24,yes
2015,TRUE,Not internation student,AHANA,Other,Junior,Female,22,yes
2015,TRUE,Not internation student,AHANA,Other,Junior,Male,27,yes
2015,TRUE,Not internation student,AHANA,Other,Senior,Female,29,yes
2015,TRUE,Not internation student,AHANA,Other,Senior,Male,15,yes
2015,TRUE,Not internation student,AHANA,Other,Sophomore,Female,41,yes
2015,TRUE,Not internation student,AHANA,Other,Sophomore,Male,21,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,6,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,2,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,6,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,3,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,3,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,3,yes
2016,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,3,yes
2016,FALSE,Not internation student,AHANA,Other,First-year,Female,46,yes
2016,FALSE,Not internation student,AHANA,Other,First-year,Male,27,yes
2016,FALSE,Not internation student,AHANA,Other,Junior,Female,35,yes
2016,FALSE,Not internation student,AHANA,Other,Junior,Male,21,yes
2016,FALSE,Not internation student,AHANA,Other,Senior,Female,32,yes
2016,FALSE,Not internation student,AHANA,Other,Senior,Male,20,yes
2016,FALSE,Not internation student,AHANA,Other,Sophomore,Female,40,yes
2016,FALSE,Not internation student,AHANA,Other,Sophomore,Male,23,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,4,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,4,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,5,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,8,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,10,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,7,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,9,yes
2016,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,5,yes
2016,TRUE,Not internation student,AHANA,Other,First-year,Female,32,yes
2016,TRUE,Not internation student,AHANA,Other,First-year,Male,25,yes
2016,TRUE,Not internation student,AHANA,Other,Junior,Female,37,yes
2016,TRUE,Not internation student,AHANA,Other,Junior,Male,20,yes
2016,TRUE,Not internation student,AHANA,Other,Senior,Female,28,yes
2016,TRUE,Not internation student,AHANA,Other,Senior,Male,22,yes
2016,TRUE,Not internation student,AHANA,Other,Sophomore,Female,29,yes
2016,TRUE,Not internation student,AHANA,Other,Sophomore,Male,17,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,1,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,2,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,2,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,3,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,4,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,5,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,8,yes
2017,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,2,yes
2017,FALSE,Not internation student,AHANA,Other,First-year,Female,45,yes
2017,FALSE,Not internation student,AHANA,Other,First-year,Male,32,yes
2017,FALSE,Not internation student,AHANA,Other,Junior,Female,39,yes
2017,FALSE,Not internation student,AHANA,Other,Junior,Male,24,yes
2017,FALSE,Not internation student,AHANA,Other,Senior,Female,39,yes
2017,FALSE,Not internation student,AHANA,Other,Senior,Male,22,yes
2017,FALSE,Not internation student,AHANA,Other,Sophomore,Female,38,yes
2017,FALSE,Not internation student,AHANA,Other,Sophomore,Male,22,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,10,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,7,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,10,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,8,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,8,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,9,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,5,yes
2017,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,6,yes
2017,TRUE,Not internation student,AHANA,Other,First-year,Female,30,yes
2017,TRUE,Not internation student,AHANA,Other,First-year,Male,35,yes
2017,TRUE,Not internation student,AHANA,Other,Junior,Female,23,yes
2017,TRUE,Not internation student,AHANA,Other,Junior,Male,13,yes
2017,TRUE,Not internation student,AHANA,Other,Senior,Female,37,yes
2017,TRUE,Not internation student,AHANA,Other,Senior,Male,29,yes
2017,TRUE,Not internation student,AHANA,Other,Sophomore,Female,25,yes
2017,TRUE,Not internation student,AHANA,Other,Sophomore,Male,17,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,4,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,3,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,6,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,1,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,3,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,3,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,2,yes
2018,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,2,yes
2018,FALSE,Not internation student,AHANA,Other,First-year,Female,34,yes
2018,FALSE,Not internation student,AHANA,Other,First-year,Male,22,yes
2018,FALSE,Not internation student,AHANA,Other,Junior,Female,40,yes
2018,FALSE,Not internation student,AHANA,Other,Junior,Male,16,yes
2018,FALSE,Not internation student,AHANA,Other,Senior,Female,47,yes
2018,FALSE,Not internation student,AHANA,Other,Senior,Male,30,yes
2018,FALSE,Not internation student,AHANA,Other,Sophomore,Female,43,yes
2018,FALSE,Not internation student,AHANA,Other,Sophomore,Male,28,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,12,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,4,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,7,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,5,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,9,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,9,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,10,yes
2018,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,7,yes
2018,TRUE,Not internation student,AHANA,Other,First-year,Female,33,yes
2018,TRUE,Not internation student,AHANA,Other,First-year,Male,29,yes
2018,TRUE,Not internation student,AHANA,Other,Junior,Female,26,yes
2018,TRUE,Not internation student,AHANA,Other,Junior,Male,14,yes
2018,TRUE,Not internation student,AHANA,Other,Senior,Female,35,yes
2018,TRUE,Not internation student,AHANA,Other,Senior,Male,24,yes
2018,TRUE,Not internation student,AHANA,Other,Sophomore,Female,28,yes
2018,TRUE,Not internation student,AHANA,Other,Sophomore,Male,26,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Female,4,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,First-year,Male,1,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Female,2,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Junior,Male,3,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Female,5,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Senior,Male,3,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,4,yes
2019,FALSE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,4,yes
2019,FALSE,Not internation student,AHANA,Other,First-year,Female,31,yes
2019,FALSE,Not internation student,AHANA,Other,First-year,Male,21,yes
2019,FALSE,Not internation student,AHANA,Other,Junior,Female,35,yes
2019,FALSE,Not internation student,AHANA,Other,Junior,Male,27,yes
2019,FALSE,Not internation student,AHANA,Other,Senior,Female,51,yes
2019,FALSE,Not internation student,AHANA,Other,Senior,Male,23,yes
2019,FALSE,Not internation student,AHANA,Other,Sophomore,Female,29,yes
2019,FALSE,Not internation student,AHANA,Other,Sophomore,Male,24,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Female,9,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,First-year,Male,9,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Female,10,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Junior,Male,9,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Female,8,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Senior,Male,5,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Female,10,yes
2019,TRUE,Not internation student,AHANA,Christian Reformed,Sophomore,Male,5,yes
2019,TRUE,Not internation student,AHANA,Other,First-year,Female,29,yes
2019,TRUE,Not internation student,AHANA,Other,First-year,Male,18,yes
2019,TRUE,Not internation student,AHANA,Other,Junior,Female,23,yes
2019,TRUE,Not internation student,AHANA,Other,Junior,Male,27,yes
2019,TRUE,Not internation student,AHANA,Other,Senior,Female,33,yes
2019,TRUE,Not internation student,AHANA,Other,Senior,Male,19,yes
