Academic Year,InState,International Status,Ethnicity,ChurchAffiliation,ClassLevel,Gender,StudentCount,vegitarian
2019,TRUE,Not internation student,AHANA,Other,Sophomore,Female,22,yes
2019,TRUE,Not internation student,AHANA,Other,Sophomore,Male,24,yes
2007,FALSE,Not internation student,International Student,Other,First-year,Male,1,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,2,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,3,yes
2007,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,2,yes
2007,FALSE,Not internation student,Not Stated,Other,First-year,Female,5,yes
2007,FALSE,Not internation student,Not Stated,Other,First-year,Male,5,yes
2007,FALSE,Not internation student,Not Stated,Other,Junior,Female,2,yes
2007,FALSE,Not internation student,Not Stated,Other,Junior,Male,2,yes
2007,FALSE,Not internation student,Not Stated,Other,Senior,Female,2,yes
2007,FALSE,Not internation student,Not Stated,Other,Senior,Male,3,yes
2007,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,2,yes
2007,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,3,yes
2007,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2007,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,2,yes
2007,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,yes
2007,TRUE,Not internation student,Not Stated,Other,First-year,Female,1,yes
2007,TRUE,Not internation student,Not Stated,Other,Junior,Female,2,yes
2007,TRUE,Not internation student,Not Stated,Other,Junior,Male,1,yes
2007,TRUE,Not internation student,Not Stated,Other,Senior,Female,1,yes
2007,TRUE,Not internation student,Not Stated,Other,Senior,Male,2,yes
2007,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,1,yes
2007,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,6,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,2,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,3,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,3,yes
2008,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2008,FALSE,Not internation student,Not Stated,Other,First-year,Female,4,yes
2008,FALSE,Not internation student,Not Stated,Other,First-year,Male,2,yes
2008,FALSE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2008,FALSE,Not internation student,Not Stated,Other,Junior,Male,3,yes
2008,FALSE,Not internation student,Not Stated,Other,Senior,Female,2,yes
2008,FALSE,Not internation student,Not Stated,Other,Senior,Male,3,yes
2008,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,5,yes
2008,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,4,yes
2008,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2008,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,2,yes
2008,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,yes
2008,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2008,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,yes
2008,TRUE,Not internation student,Not Stated,Other,First-year,Male,2,yes
2008,TRUE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2008,TRUE,Not internation student,Not Stated,Other,Junior,Male,4,yes
2008,TRUE,Not internation student,Not Stated,Other,Senior,Female,2,yes
2008,TRUE,Not internation student,Not Stated,Other,Senior,Male,2,yes
2008,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,1,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,3,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,2,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,yes
2009,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,3,yes
2009,FALSE,Not internation student,Not Stated,Other,First-year,Male,2,yes
2009,FALSE,Not internation student,Not Stated,Other,Junior,Female,3,yes
2009,FALSE,Not internation student,Not Stated,Other,Junior,Male,4,yes
2009,FALSE,Not internation student,Not Stated,Other,Senior,Female,3,yes
2009,FALSE,Not internation student,Not Stated,Other,Senior,Male,3,yes
2009,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,2,yes
2009,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,2,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,3,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,1,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2009,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,2,yes
2009,TRUE,Not internation student,Not Stated,Other,First-year,Female,3,yes
2009,TRUE,Not internation student,Not Stated,Other,First-year,Male,3,yes
2009,TRUE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2009,TRUE,Not internation student,Not Stated,Other,Junior,Male,1,yes
2009,TRUE,Not internation student,Not Stated,Other,Senior,Female,1,yes
2009,TRUE,Not internation student,Not Stated,Other,Senior,Male,5,yes
2009,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,4,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,2,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,4,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Male,2,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,4,yes
2010,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,yes
2010,FALSE,Not internation student,Not Stated,Other,First-year,Female,6,yes
2010,FALSE,Not internation student,Not Stated,Other,First-year,Male,4,yes
2010,FALSE,Not internation student,Not Stated,Other,Junior,Female,3,yes
2010,FALSE,Not internation student,Not Stated,Other,Junior,Male,7,yes
2010,FALSE,Not internation student,Not Stated,Other,Senior,Female,9,yes
2010,FALSE,Not internation student,Not Stated,Other,Senior,Male,6,yes
2010,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,3,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,1,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,yes
2010,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,yes
2010,TRUE,Not internation student,Not Stated,Other,First-year,Female,6,yes
2010,TRUE,Not internation student,Not Stated,Other,First-year,Male,3,yes
2010,TRUE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2010,TRUE,Not internation student,Not Stated,Other,Junior,Male,6,yes
2010,TRUE,Not internation student,Not Stated,Other,Senior,Female,2,yes
2010,TRUE,Not internation student,Not Stated,Other,Senior,Male,4,yes
2010,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,3,yes
2010,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,5,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,3,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,3,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2011,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,yes
2011,FALSE,Not internation student,Not Stated,Other,First-year,Female,4,yes
2011,FALSE,Not internation student,Not Stated,Other,First-year,Male,4,yes
2011,FALSE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2011,FALSE,Not internation student,Not Stated,Other,Junior,Male,2,yes
2011,FALSE,Not internation student,Not Stated,Other,Senior,Female,4,yes
2011,FALSE,Not internation student,Not Stated,Other,Senior,Male,8,yes
2011,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,6,yes
2011,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,2,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,4,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,2,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,3,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,4,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,yes
2011,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,4,yes
2011,TRUE,Not internation student,Not Stated,Other,First-year,Female,3,yes
2011,TRUE,Not internation student,Not Stated,Other,Junior,Female,4,yes
2011,TRUE,Not internation student,Not Stated,Other,Junior,Male,3,yes
2011,TRUE,Not internation student,Not Stated,Other,Senior,Female,1,yes
2011,TRUE,Not internation student,Not Stated,Other,Senior,Male,5,yes
2011,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,5,yes
2011,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,3,yes
2012,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,4,yes
2012,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,yes
2012,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,yes
2012,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,4,yes
2012,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,1,yes
2012,FALSE,Not internation student,Not Stated,Other,First-year,Female,1,yes
2012,FALSE,Not internation student,Not Stated,Other,Junior,Female,7,yes
2012,FALSE,Not internation student,Not Stated,Other,Junior,Male,3,yes
2012,FALSE,Not internation student,Not Stated,Other,Senior,Male,4,yes
2012,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,1,yes
2012,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,3,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,5,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,3,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,5,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,4,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,3,yes
2012,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,2,yes
2012,TRUE,Not internation student,Not Stated,Other,First-year,Female,2,yes
2012,TRUE,Not internation student,Not Stated,Other,First-year,Male,6,yes
2012,TRUE,Not internation student,Not Stated,Other,Junior,Female,3,yes
2012,TRUE,Not internation student,Not Stated,Other,Junior,Male,2,yes
2012,TRUE,Not internation student,Not Stated,Other,Senior,Female,3,yes
2012,TRUE,Not internation student,Not Stated,Other,Senior,Male,3,yes
2012,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,4,yes
2012,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,2,yes
2013,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2013,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,yes
2013,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,2,yes
2013,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,4,yes
2013,FALSE,Not internation student,Not Stated,Other,First-year,Female,4,yes
2013,FALSE,Not internation student,Not Stated,Other,First-year,Male,4,yes
2013,FALSE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2013,FALSE,Not internation student,Not Stated,Other,Junior,Male,1,yes
2013,FALSE,Not internation student,Not Stated,Other,Senior,Female,7,yes
2013,FALSE,Not internation student,Not Stated,Other,Senior,Male,5,yes
2013,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,1,yes
2013,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,1,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,3,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,2,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,3,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,4,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2013,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,4,yes
2013,TRUE,Not internation student,Not Stated,Other,First-year,Female,3,yes
2013,TRUE,Not internation student,Not Stated,Other,First-year,Male,5,yes
2013,TRUE,Not internation student,Not Stated,Other,Junior,Female,4,yes
2013,TRUE,Not internation student,Not Stated,Other,Junior,Male,4,yes
2013,TRUE,Not internation student,Not Stated,Other,Senior,Female,3,yes
2013,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,2,yes
2013,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,3,yes
2014,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2014,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Male,4,yes
2014,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2014,FALSE,Not internation student,Not Stated,Other,First-year,Female,2,yes
2014,FALSE,Not internation student,Not Stated,Other,First-year,Male,1,yes
2014,FALSE,Not internation student,Not Stated,Other,Junior,Female,1,yes
2014,FALSE,Not internation student,Not Stated,Other,Junior,Male,2,yes
2014,FALSE,Not internation student,Not Stated,Other,Senior,Female,2,yes
2014,FALSE,Not internation student,Not Stated,Other,Senior,Male,4,yes
2014,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,3,yes
2014,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,3,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,4,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,1,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,2,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,yes
2014,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,yes
2014,TRUE,Not internation student,Not Stated,Other,First-year,Female,3,yes
2014,TRUE,Not internation student,Not Stated,Other,First-year,Male,1,yes
2014,TRUE,Not internation student,Not Stated,Other,Junior,Female,2,yes
2014,TRUE,Not internation student,Not Stated,Other,Junior,Male,3,yes
2014,TRUE,Not internation student,Not Stated,Other,Senior,Female,5,yes
2014,TRUE,Not internation student,Not Stated,Other,Senior,Male,4,yes
2014,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,2,yes
2014,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,6,yes
2015,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,yes
2015,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,yes
2015,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,yes
2015,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,4,yes
2015,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,yes
2015,FALSE,Not internation student,Not Stated,Other,First-year,Female,5,yes
2015,FALSE,Not internation student,Not Stated,Other,First-year,Male,6,yes
2015,FALSE,Not internation student,Not Stated,Other,Junior,Female,1,no
2015,FALSE,Not internation student,Not Stated,Other,Junior,Male,5,no
2015,FALSE,Not internation student,Not Stated,Other,Senior,Female,1,no
2015,FALSE,Not internation student,Not Stated,Other,Senior,Male,2,no
2015,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,2,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,2,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,1,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,5,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,no
2015,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,no
2015,TRUE,Not internation student,Not Stated,Other,First-year,Female,7,no
2015,TRUE,Not internation student,Not Stated,Other,First-year,Male,4,no
2015,TRUE,Not internation student,Not Stated,Other,Junior,Female,1,no
2015,TRUE,Not internation student,Not Stated,Other,Junior,Male,5,no
2015,TRUE,Not internation student,Not Stated,Other,Senior,Female,1,no
2015,TRUE,Not internation student,Not Stated,Other,Senior,Male,5,no
2015,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,3,no
2016,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,no
2016,FALSE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,no
2016,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,no
2016,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Male,2,no
2016,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,2,no
2016,FALSE,Not internation student,Not Stated,Other,First-year,Female,2,no
2016,FALSE,Not internation student,Not Stated,Other,First-year,Male,1,no
2016,FALSE,Not internation student,Not Stated,Other,Senior,Female,1,no
2016,FALSE,Not internation student,Not Stated,Other,Senior,Male,5,no
2016,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,5,no
2016,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,6,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,3,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,3,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,1,no
2016,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,no
2016,TRUE,Not internation student,Not Stated,Other,First-year,Female,1,no
2016,TRUE,Not internation student,Not Stated,Other,First-year,Male,2,no
2016,TRUE,Not internation student,Not Stated,Other,Junior,Female,3,no
2016,TRUE,Not internation student,Not Stated,Other,Junior,Male,1,no
2016,TRUE,Not internation student,Not Stated,Other,Senior,Female,1,no
2016,TRUE,Not internation student,Not Stated,Other,Senior,Male,7,no
2016,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,8,no
2016,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,4,no
2017,FALSE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,no
2017,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,1,no
2017,FALSE,Not internation student,Not Stated,Other,First-year,Female,4,no
2017,FALSE,Not internation student,Not Stated,Other,First-year,Male,1,no
2017,FALSE,Not internation student,Not Stated,Other,Junior,Female,5,no
2017,FALSE,Not internation student,Not Stated,Other,Junior,Male,6,no
2017,FALSE,Not internation student,Not Stated,Other,Senior,Male,3,no
2017,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,3,no
2017,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,1,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,1,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,1,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,1,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Female,3,no
2017,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,2,no
2017,TRUE,Not internation student,Not Stated,Other,First-year,Female,2,no
2017,TRUE,Not internation student,Not Stated,Other,First-year,Male,1,no
2017,TRUE,Not internation student,Not Stated,Other,Junior,Female,6,no
2017,TRUE,Not internation student,Not Stated,Other,Junior,Male,5,no
2017,TRUE,Not internation student,Not Stated,Other,Senior,Female,4,no
2017,TRUE,Not internation student,Not Stated,Other,Senior,Male,2,no
2017,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,3,no
2017,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,1,no
2018,FALSE,Not internation student,Not Stated,Christian Reformed,Senior,Female,2,no
2018,FALSE,Not internation student,Not Stated,Other,First-year,Male,2,no
2018,FALSE,Not internation student,Not Stated,Other,Junior,Female,4,no
2018,FALSE,Not internation student,Not Stated,Other,Junior,Male,1,no
2018,FALSE,Not internation student,Not Stated,Other,Senior,Female,5,no
2018,FALSE,Not internation student,Not Stated,Other,Senior,Male,6,no
2018,FALSE,Not internation student,Not Stated,Other,Sophomore,Female,3,no
2018,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,1,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Female,1,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,First-year,Male,1,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Female,3,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,1,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Male,1,no
2018,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,2,no
2018,TRUE,Not internation student,Not Stated,Other,First-year,Female,2,no
2018,TRUE,Not internation student,Not Stated,Other,First-year,Male,1,no
2018,TRUE,Not internation student,Not Stated,Other,Junior,Female,2,no
2018,TRUE,Not internation student,Not Stated,Other,Junior,Male,1,no
2018,TRUE,Not internation student,Not Stated,Other,Senior,Female,7,no
2018,TRUE,Not internation student,Not Stated,Other,Senior,Male,5,no
2018,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,1,no
2019,FALSE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,no
2019,FALSE,Not internation student,Not Stated,Other,First-year,Male,1,no
2019,FALSE,Not internation student,Not Stated,Other,Junior,Female,3,no
2019,FALSE,Not internation student,Not Stated,Other,Junior,Male,1,no
2019,FALSE,Not internation student,Not Stated,Other,Senior,Female,6,no
2019,FALSE,Not internation student,Not Stated,Other,Senior,Male,1,no
2019,FALSE,Not internation student,Not Stated,Other,Sophomore,Male,2,no
2019,TRUE,Not internation student,Not Stated,Christian Reformed,Junior,Male,1,no
2019,TRUE,Not internation student,Not Stated,Christian Reformed,Senior,Female,4,no
2019,TRUE,Not internation student,Not Stated,Christian Reformed,Sophomore,Male,1,no
2019,TRUE,Not internation student,Not Stated,Other,First-year,Male,1,no
2019,TRUE,Not internation student,Not Stated,Other,Junior,Female,1,no
2019,TRUE,Not internation student,Not Stated,Other,Senior,Female,2,no
2019,TRUE,Not internation student,Not Stated,Other,Senior,Male,4,no
2019,TRUE,Not internation student,Not Stated,Other,Sophomore,Female,2,no
2019,TRUE,Not internation student,Not Stated,Other,Sophomore,Male,2,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Female,3,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Male,1,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,1,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Female,2,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,3,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Female,3,no
2007,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Male,2,no
2007,FALSE,Not internation student,Other Ethnicity,Other,First-year,Female,7,no
2007,FALSE,Not internation student,Other Ethnicity,Other,First-year,Male,5,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Junior,Female,2,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Junior,Male,3,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Senior,Female,4,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Senior,Male,4,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Female,6,no
2007,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Male,3,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Female,2,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Male,2,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,3,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Female,1,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,1,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Female,2,no
2007,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Male,1,no
2007,TRUE,Not internation student,Other Ethnicity,Other,First-year,Female,3,no
2007,TRUE,Not internation student,Other Ethnicity,Other,First-year,Male,5,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Junior,Female,3,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Junior,Male,1,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Senior,Female,2,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Senior,Male,1,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Female,3,no
2007,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Male,1,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Female,3,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Female,2,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,2,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,2,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Female,3,no
2008,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Male,1,no
2008,FALSE,Not internation student,Other Ethnicity,Other,First-year,Female,5,no
2008,FALSE,Not internation student,Other Ethnicity,Other,First-year,Male,4,no
2008,FALSE,Not internation student,Other Ethnicity,Other,Junior,Female,5,no
2008,FALSE,Not internation student,Other Ethnicity,Other,Junior,Male,6,no
2008,FALSE,Not internation student,Other Ethnicity,Other,Senior,Female,3,no
2008,FALSE,Not internation student,Other Ethnicity,Other,Senior,Male,3,no
2008,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Female,5,no
